date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,regions_count,avg_age
2020-10-19,COLOMBIA,1154,0,0,9.0,0.0,32,34.68890814558059
2020-10-20,COLOMBIA,281,0,0,8.0,0.0,28,39.52313167259786
2020-10-23,COLOMBIA,1475,0,0,47.0,0.0,34,40.00271186440678
2020-10-26,COLOMBIA,1317,0,0,32.0,0.0,29,39.71678056188307
2020-10-27,COLOMBIA,10,0,0,0.0,0.0,4,22.5
2020-10-28,COLOMBIA,370,0,0,5.0,0.0,1,40.36486486486486
2020-10-30,COLOMBIA,879,0,0,23.0,0.0,9,40.466439135381115
2020-10-31,COLOMBIA,706,0,0,21.0,0.0,9,40.11473087818697
2020-11-01,COLOMBIA,180,0,0,4.0,0.0,21,38.577777777777776
2020-11-02,COLOMBIA,466,0,0,4.0,0.0,3,39.84334763948498
2020-11-03,COLOMBIA,497,0,0,15.0,0.0,27,40.225352112676056
2020-11-04,COLOMBIA,18,0,0,0.0,0.0,5,37.27777777777778
2020-11-05,COLOMBIA,477,0,0,9.0,0.0,20,40.266247379454924
2020-11-06,COLOMBIA,668,0,0,10.0,0.0,1,37.59131736526946
2020-11-07,COLOMBIA,715,0,0,21.0,0.0,31,40.17622377622378
2020-11-08,COLOMBIA,617,0,0,9.0,0.0,20,39.116693679092386
2020-11-09,COLOMBIA,3,0,0,0.0,0.0,3,33.0
2020-11-11,COLOMBIA,1327,0,0,17.0,0.0,32,38.577995478522986
2020-11-14,COLOMBIA,1140,0,0,20.0,0.0,32,37.97456140350877
2020-11-16,COLOMBIA,771,0,0,19.0,0.0,28,42.11413748378729
2020-11-17,COLOMBIA,360,0,0,14.0,0.0,23,40.19722222222222
2020-11-19,COLOMBIA,713,0,0,7.0,0.0,15,36.28330995792427
2020-11-20,COLOMBIA,71,0,0,0.0,0.0,19,37.28169014084507
2020-11-22,COLOMBIA,874,0,0,19.0,0.0,30,40.44965675057208
2020-11-23,COLOMBIA,1,0,0,0.0,0.0,1,63.0
2020-11-24,COLOMBIA,289,0,0,7.0,0.0,18,38.88235294117647
2020-11-25,COLOMBIA,536,0,0,6.0,0.0,26,38.78731343283582
2020-11-26,COLOMBIA,311,0,0,5.0,0.0,26,38.356913183279744
2020-11-27,COLOMBIA,788,0,0,10.0,0.0,29,39.23096446700507
2020-11-28,COLOMBIA,679,0,0,10.0,0.0,29,40.188512518409425
2020-11-29,COLOMBIA,25,0,0,0.0,0.0,6,36.4
2020-11-30,COLOMBIA,769,0,0,8.0,0.0,23,41.44733420026008
2020-12-02,COLOMBIA,891,0,0,8.0,0.0,2,41.2368125701459
2020-12-04,COLOMBIA,701,0,0,10.0,0.0,24,38.761768901569184
2020-12-06,COLOMBIA,945,0,0,35.0,0.0,29,41.12592592592593
2020-12-08,COLOMBIA,998,0,0,31.0,0.0,32,40.265531062124246
2020-12-10,COLOMBIA,789,0,0,16.0,0.0,25,42.544993662864385
2020-12-11,COLOMBIA,880,0,0,24.0,0.0,2,40.31931818181818
2020-12-13,COLOMBIA,768,0,0,9.0,0.0,26,35.3671875
2020-12-14,COLOMBIA,280,0,0,4.0,0.0,26,40.90357142857143
2020-12-15,COLOMBIA,283,0,0,9.0,0.0,26,39.86572438162544
2020-12-16,COLOMBIA,759,0,0,15.0,0.0,29,37.94729907773386
2020-12-17,COLOMBIA,619,0,0,18.0,0.0,28,41.75767366720517
2020-12-18,COLOMBIA,636,0,0,11.0,0.0,26,40.5251572327044
2020-12-19,COLOMBIA,1055,0,0,11.0,0.0,27,37.10900473933649
2020-12-20,COLOMBIA,646,0,0,7.0,0.0,25,37.71362229102167
2020-12-21,COLOMBIA,620,0,0,13.0,0.0,25,36.75806451612903
2020-12-22,COLOMBIA,402,0,0,5.0,0.0,2,44.39054726368159
2020-12-23,COLOMBIA,471,0,0,24.0,0.0,2,43.00849256900212
2020-12-24,COLOMBIA,828,0,0,23.0,0.0,26,44.457729468599034
2020-12-25,COLOMBIA,1115,0,0,26.0,0.0,28,42.874439461883405
2020-12-26,COLOMBIA,600,0,0,19.0,0.0,25,49.37833333333333
2020-12-27,COLOMBIA,373,0,0,4.0,0.0,1,44.55764075067024
2020-12-28,COLOMBIA,327,0,0,9.0,0.0,2,41.357798165137616
2020-12-29,COLOMBIA,491,0,0,8.0,0.0,2,35.65987780040733
2020-12-30,COLOMBIA,326,0,0,26.0,0.0,1,46.15030674846626
2020-12-31,COLOMBIA,1092,0,0,40.0,0.0,27,39.32234432234432
2021-01-01,COLOMBIA,448,0,0,6.0,0.0,19,35.613839285714285
2021-01-02,COLOMBIA,537,0,0,11.0,0.0,29,32.53072625698324
2021-01-03,COLOMBIA,252,0,0,2.0,0.0,1,45.638888888888886
2021-01-04,COLOMBIA,545,0,0,6.0,0.0,2,42.82385321100917
2021-01-05,COLOMBIA,608,0,0,14.0,0.0,27,39.90296052631579
2021-01-06,COLOMBIA,964,0,0,27.0,0.0,28,39.93568464730291
2021-01-07,COLOMBIA,1011,0,0,26.0,0.0,22,40.4431256181998
2021-01-08,COLOMBIA,1135,0,0,43.0,0.0,30,43.86872246696035
2021-01-09,COLOMBIA,988,0,0,14.0,0.0,28,42.79251012145749
2021-01-10,COLOMBIA,747,0,0,29.0,0.0,25,46.68273092369478
2021-01-11,COLOMBIA,903,0,0,20.0,0.0,30,42.80398671096346
2021-01-12,COLOMBIA,578,0,0,13.0,0.0,26,37.07785467128028
2021-01-13,COLOMBIA,1102,0,0,38.0,0.0,28,41.01905626134301
2021-01-14,COLOMBIA,710,0,0,16.0,0.0,25,40.91267605633803
2021-01-16,COLOMBIA,1,0,0,0.0,0.0,1,48.0
2021-01-18,COLOMBIA,1,0,0,0.0,0.0,1,40.0
2021-01-19,COLOMBIA,1,0,0,0.0,0.0,1,57.0
2021-01-22,COLOMBIA,1,0,0,0.0,0.0,1,51.0
2021-01-25,COLOMBIA,3,0,0,0.0,0.0,2,30.666666666666668
2021-01-29,COLOMBIA,1,0,0,0.0,0.0,1,24.0
2021-02-03,COLOMBIA,3,0,0,0.0,0.0,3,32.0
2021-02-09,COLOMBIA,1,0,0,1.0,0.0,1,77.0
2021-02-15,COLOMBIA,1,0,0,0.0,0.0,1,13.0
2021-03-02,COLOMBIA,1,0,0,0.0,0.0,1,40.0
2021-03-04,COLOMBIA,1,0,0,0.0,0.0,1,35.0
2021-03-17,COLOMBIA,1,0,0,0.0,0.0,1,65.0
2021-03-23,COLOMBIA,1,0,0,0.0,0.0,1,32.0
2021-03-24,COLOMBIA,1,0,0,0.0,0.0,1,21.0
2021-04-18,COLOMBIA,1,0,0,0.0,0.0,1,41.0
2021-05-03,COLOMBIA,2,0,0,0.0,0.0,2,63.5
2021-06-11,COLOMBIA,1,0,0,0.0,0.0,1,44.0
2021-06-19,COLOMBIA,4,0,0,0.0,0.0,1,31.5
2021-06-22,COLOMBIA,2,0,0,0.0,0.0,2,46.0
2021-06-26,COLOMBIA,1,0,0,0.0,0.0,1,40.0
2021-06-29,COLOMBIA,3,0,0,0.0,0.0,2,29.666666666666668
2021-06-30,COLOMBIA,1,0,0,0.0,0.0,1,42.0
2021-07-03,COLOMBIA,1,0,0,0.0,0.0,1,48.0
2021-07-04,COLOMBIA,4,0,0,0.0,0.0,4,48.75
2021-07-05,COLOMBIA,1,0,0,0.0,0.0,1,42.0
2021-07-08,COLOMBIA,83,0,0,1.0,0.0,24,37.65060240963855
2021-07-10,COLOMBIA,2,0,0,0.0,0.0,2,52.0
2021-07-13,COLOMBIA,3,0,0,0.0,0.0,3,36.333333333333336
2021-07-15,COLOMBIA,2,0,0,0.0,0.0,2,30.0
2021-07-16,COLOMBIA,1,0,0,0.0,0.0,1,31.0
2021-07-17,COLOMBIA,2,0,0,0.0,0.0,2,48.0
2021-08-10,COLOMBIA,1,0,0,0.0,0.0,1,57.0
2021-08-13,COLOMBIA,1,0,0,0.0,0.0,1,29.0
2021-08-14,COLOMBIA,1,0,0,0.0,0.0,1,31.0
2021-08-15,COLOMBIA,1,0,0,0.0,0.0,1,35.0
2021-08-16,COLOMBIA,2,0,0,0.0,0.0,2,56.0
2021-08-18,COLOMBIA,1,0,0,0.0,0.0,1,56.0
2021-08-31,COLOMBIA,2,0,0,0.0,0.0,1,22.5
2021-09-08,COLOMBIA,8,0,0,0.0,0.0,1,38.25
2021-09-09,COLOMBIA,2,0,0,0.0,0.0,1,56.5
2021-09-10,COLOMBIA,10,0,0,0.0,0.0,2,30.9
2021-09-18,COLOMBIA,3,0,0,0.0,0.0,2,34.0
2021-09-19,COLOMBIA,1,0,0,0.0,0.0,1,59.0
2021-09-20,COLOMBIA,6,0,0,0.0,0.0,2,34.833333333333336
2021-09-30,COLOMBIA,6,0,0,0.0,0.0,1,20.333333333333332
2021-10-23,COLOMBIA,1,0,0,0.0,0.0,1,42.0
2021-10-24,COLOMBIA,1,0,0,0.0,0.0,1,54.0
2022-01-04,COLOMBIA,8,0,0,0.0,0.0,1,38.25
2022-01-05,COLOMBIA,4,0,0,0.0,0.0,1,34.25
2022-01-06,COLOMBIA,2,0,0,0.0,0.0,1,63.0
2022-01-07,COLOMBIA,1,0,0,0.0,0.0,1,20.0
2022-01-08,COLOMBIA,1,0,0,0.0,0.0,1,43.0
2022-01-18,COLOMBIA,2,0,0,0.0,0.0,2,63.0
2022-01-25,COLOMBIA,1,0,0,0.0,0.0,1,68.0
